cwd: /Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench
/Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench/report/bin/cpp/cpp_lowShelf_run_vec_48000_128_4e259c16133a

Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            lowShelf
  bench case:     run
  mode:           vec
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    128
  inputs:         1
  outputs:        1
  warm-up iters:  50
  run iters:      220000
  batches:        220
------------------------------------
Timing
  elapsed:        0.102934127 s
  ns/compute:     467.882
  fast ns/cmp:    461.788
  slow ns/cmp:    479.067
  spread ns/cmp:  17.279
  spread %:       3.693
  ns/frame:       3.655
  ns/out_samp:    3.655
------------------------------------
Throughput
  frames/s:       273573020.151
  fast frames/s:  277183769.591
  slow frames/s:  267186176.789
  out_samp/s: 273573020.151
  fast out_samp/s: 277183769.591
  slow out_samp/s: 267186176.789
------------------------------------
Validation
  checksum:       8.2560000285739079
