cwd: /Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench
/Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench/report/bin/cpp/cpp_modulations_run_vec_48000_128_4e259c16133a

Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            modulations
  bench case:     run
  mode:           vec
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    128
  inputs:         0
  outputs:        2
  warm-up iters:  50
  run iters:      133933
  batches:        884
------------------------------------
Timing
  elapsed:        1.022844291 s
  ns/compute:     7636.985
  fast ns/cmp:    7502.254
  slow ns/cmp:    7853.627
  spread ns/cmp:  351.373
  spread %:       4.601
  ns/frame:       59.664
  ns/out_samp:    29.832
------------------------------------
Throughput
  frames/s:       16760541.317
  fast frames/s:  17061539.782
  slow frames/s:  16298202.210
  out_samp/s: 33521082.634
  fast out_samp/s: 34123079.564
  slow out_samp/s: 32596404.420
------------------------------------
Validation
  checksum:       -3.653209408512339
