Faust compute benchmark
------------------------------------
Identity
  language:        mojo
  dsp:             lowShelf
  bench case:      run
  mode:            scalar
  precision:       single
  optimization:    O3
------------------------------------
Configuration
  sample rate:     48000
  buffer size:     64
  inputs:          1
  outputs:         1
  warm-up iters:   50
  run iters:       770000
  batches:         771
------------------------------------
Timing
  elapsed:         0.10037200000078883 s
  ns/compute:      130.3532467542712
  fast ns/cmp:     130.09999984205933
  slow ns/cmp:     132.2000000072876
  spread ns/cmp:   2.1000001652282663
  spread %:        1.611007180501591
  ns/frame:        2.0367694805354875
  ns/out_samp:     2.0367694805354875
------------------------------------
Throughput
  frames/s:        490973578.2849072
  fast frames/s:   491929285.7624569
  slow frames/s:   484114977.28042334
  out_samp/s:      490973578.2849072
  fast out_samp/s: 491929285.7624569
  slow out_samp/s: 484114977.28042334
------------------------------------
Validation
  checksum:        2.080003666225821
