cwd: /Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench
/Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench/report/bin/mojo/mojo_stereoecho_run_vec_48000_128_f0a028399bf3

Faust compute benchmark
------------------------------------
Identity
  language:        mojo
  dsp:             stereoecho
  bench case:      run
  mode:            vec
  precision:       double
  optimization:    O3
------------------------------------
Configuration
  sample rate:     48000
  buffer size:     128
  inputs:          2
  outputs:         2
  warm-up iters:   50
  run iters:       920000
  batches:         929
------------------------------------
Timing
  elapsed:         0.09900500000003376 s
  ns/compute:      107.61413043481932
  fast ns/cmp:     104.7999998263549
  slow ns/cmp:     109.10000019066501
  spread ns/cmp:   4.300000364310108
  spread %:        3.9957581285429526
  ns/frame:        0.8407353940220259
  ns/out_samp:     0.42036769701101295
------------------------------------
Throughput
  frames/s:        1189434877.0260072
  fast frames/s:   1221374047.8252444
  slow frames/s:   1173235561.6526582
  out_samp/s:      2378869754.0520144
  fast out_samp/s: 2442748095.650489
  slow out_samp/s: 2346471123.3053164
------------------------------------
Validation
  checksum:        1588.0442246198654
