cwd: /Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench
/Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench/report/bin/cpp/cpp_peakNotch_run_scalar_48000_128_c54964c01bfe

Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            peakNotch
  bench case:     run
  mode:           scalar
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    128
  inputs:         1
  outputs:        1
  warm-up iters:  50
  run iters:      280000
  batches:        285
------------------------------------
Timing
  elapsed:        0.099662042 s
  ns/compute:     355.936
  fast ns/cmp:    355.238
  slow ns/cmp:    358.146
  spread ns/cmp:  2.908
  spread %:       0.817
  ns/frame:       2.781
  ns/out_samp:    2.781
------------------------------------
Throughput
  frames/s:       359615348.841
  fast frames/s:  360322319.575
  slow frames/s:  357396245.497
  out_samp/s: 359615348.841
  fast out_samp/s: 360322319.575
  slow out_samp/s: 357396245.497
------------------------------------
Validation
  checksum:       8.2560000285739079
