cwd: /Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench
/Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench/report/bin/mojo/mojo_lowcut_run_vec_48000_128_55c43da939fc

Faust compute benchmark
------------------------------------
Identity
  language:        mojo
  dsp:             lowcut
  bench case:      run
  mode:            vec
  precision:       double
  optimization:    O3
------------------------------------
Configuration
  sample rate:     48000
  buffer size:     128
  inputs:          1
  outputs:         1
  warm-up iters:   50
  run iters:       270000
  batches:         277
------------------------------------
Timing
  elapsed:         0.09911700000020573 s
  ns/compute:      367.10000000076195
  fast ns/cmp:     366.39999998442363
  slow ns/cmp:     369.1000000344502
  spread ns/cmp:   2.700000050026574
  spread %:        0.7354944293165269
  ns/frame:        2.8679687500059527
  ns/out_samp:     2.8679687500059527
------------------------------------
Throughput
  frames/s:        348678834.1044247
  fast frames/s:   349344978.1807902
  slow frames/s:   346789487.91127884
  out_samp/s:      348678834.1044247
  fast out_samp/s: 349344978.1807902
  slow out_samp/s: 346789487.91127884
------------------------------------
Validation
  checksum:        8.256000028573908
