cwd: /Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench
/Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench/report/bin/cpp/cpp_pitch_shifter_run_scalar_48000_128_22939a0fc5ac

Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            pitch_shifter
  bench case:     run
  mode:           scalar
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    128
  inputs:         1
  outputs:        1
  warm-up iters:  50
  run iters:      133590
  batches:        200
------------------------------------
Timing
  elapsed:        0.100725666 s
  ns/compute:     753.991
  fast ns/cmp:    751.860
  slow ns/cmp:    757.854
  spread ns/cmp:  5.994
  spread %:       0.795
  ns/frame:       5.891
  ns/out_samp:    5.891
------------------------------------
Throughput
  frames/s:       169763285.556
  fast frames/s:  170244443.444
  slow frames/s:  168897929.316
  out_samp/s: 169763285.556
  fast out_samp/s: 170244443.444
  slow out_samp/s: 168897929.316
------------------------------------
Validation
  checksum:       8.2560000285739079
