cwd: /Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench
/Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench/report/bin/cpp/cpp_phasor_run_vec_48000_128_4e259c16133a

Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            phasor
  bench case:     run
  mode:           vec
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    128
  inputs:         0
  outputs:        3
  warm-up iters:  50
  run iters:      310000
  batches:        318
------------------------------------
Timing
  elapsed:        0.099684707 s
  ns/compute:     321.564
  fast ns/cmp:    318.646
  slow ns/cmp:    322.808
  spread ns/cmp:  4.163
  spread %:       1.294
  ns/frame:       2.512
  ns/out_samp:    0.837
------------------------------------
Throughput
  frames/s:       398055039.676
  fast frames/s:  401699943.950
  slow frames/s:  396520040.990
  out_samp/s: 1194165119.029
  fast out_samp/s: 1205099831.851
  slow out_samp/s: 1189560122.971
------------------------------------
Validation
  checksum:       151.92916645552032
