Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            dbmeter
  bench case:     run
  mode:           scalar
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    64
  inputs:         8
  outputs:        8
  warm-up iters:  50
  run iters:      101604
  batches:        232
------------------------------------
Timing
  elapsed:        0.120655542 s
  ns/compute:     1187.508
  fast ns/cmp:    1184.558
  slow ns/cmp:    1196.093
  spread ns/cmp:  11.534
  spread %:       0.971
  ns/frame:       18.555
  ns/out_samp:    2.319
------------------------------------
Throughput
  frames/s:       53894383.069
  fast frames/s:  54028576.136
  slow frames/s:  53507559.894
  out_samp/s: 431155064.556
  fast out_samp/s: 432228609.091
  slow out_samp/s: 428060479.149
------------------------------------
Validation
  checksum:       0
