Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            quadecho
  bench case:     run
  mode:           scalar
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    64
  inputs:         4
  outputs:        4
  warm-up iters:  50
  run iters:      1000000
  batches:        1000
------------------------------------
Timing
  elapsed:        0.082041918 s
  ns/compute:     82.042
  fast ns/cmp:    81.733
  slow ns/cmp:    82.842
  spread ns/cmp:  1.108
  spread %:       1.351
  ns/frame:       1.282
  ns/out_samp:    0.320
------------------------------------
Throughput
  frames/s:       780089027.173
  fast frames/s:  783033619.059
  slow frames/s:  772557781.890
  out_samp/s: 3120356108.691
  fast out_samp/s: 3132134476.236
  slow out_samp/s: 3090231127.560
------------------------------------
Validation
  checksum:       47936011.497558594
