Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            spat
  bench case:     run
  mode:           scalar
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    64
  inputs:         1
  outputs:        8
  warm-up iters:  50
  run iters:      900000
  batches:        900
------------------------------------
Timing
  elapsed:        0.100434340 s
  ns/compute:     111.594
  fast ns/cmp:    110.675
  slow ns/cmp:    112.671
  spread ns/cmp:  1.996
  spread %:       1.789
  ns/frame:       1.744
  ns/out_samp:    0.218
------------------------------------
Throughput
  frames/s:       573509020.919
  fast frames/s:  578269708.606
  slow frames/s:  568025994.290
  out_samp/s: 4588072167.348
  fast out_samp/s: 4626157668.850
  slow out_samp/s: 4544207954.317
------------------------------------
Validation
  checksum:       3.7661731542320922
