Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            highShelf
  bench case:     run
  mode:           scalar
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    64
  inputs:         1
  outputs:        1
  warm-up iters:  50
  run iters:      560000
  batches:        562
------------------------------------
Timing
  elapsed:        0.100452253 s
  ns/compute:     179.379
  fast ns/cmp:    178.875
  slow ns/cmp:    180.733
  spread ns/cmp:  1.858
  spread %:       1.036
  ns/frame:       2.803
  ns/out_samp:    2.803
------------------------------------
Throughput
  frames/s:       356786422.700
  fast frames/s:  357791754.018
  slow frames/s:  354112938.789
  out_samp/s: 356786422.700
  fast out_samp/s: 357791754.018
  slow out_samp/s: 354112938.789
------------------------------------
Validation
  checksum:       2.0800000071758404
