cwd: /Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench
/Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench/report/bin/cpp/cpp_bargraph_run_vec_48000_128_22939a0fc5ac

Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            bargraph
  bench case:     run
  mode:           vec
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    128
  inputs:         0
  outputs:        10
  warm-up iters:  50
  run iters:      300000
  batches:        306
------------------------------------
Timing
  elapsed:        0.099621625 s
  ns/compute:     332.072
  fast ns/cmp:    331.117
  slow ns/cmp:    333.429
  spread ns/cmp:  2.313
  spread %:       0.696
  ns/frame:       2.594
  ns/out_samp:    0.259
------------------------------------
Throughput
  frames/s:       385458478.518
  fast frames/s:  386570772.954
  slow frames/s:  383889593.353
  out_samp/s: 3854584785.181
  fast out_samp/s: 3865707729.543
  slow out_samp/s: 3838895933.530
------------------------------------
Validation
  checksum:       26240
