cwd: /Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench
/Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench/report/bin/cpp/cpp_parametric_eq_run_vec_48000_128_4e259c16133a

Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            parametric_eq
  bench case:     run
  mode:           vec
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    128
  inputs:         1
  outputs:        2
  warm-up iters:  50
  run iters:      122950
  batches:        1000
------------------------------------
Timing
  elapsed:        2.152402540 s
  ns/compute:     17506.324
  fast ns/cmp:    17157.147
  slow ns/cmp:    18030.173
  spread ns/cmp:  873.026
  spread %:       4.987
  ns/frame:       136.768
  ns/out_samp:    68.384
------------------------------------
Throughput
  frames/s:       7311643.481
  fast frames/s:  7460447.808
  slow frames/s:  7099210.730
  out_samp/s: 14623286.962
  fast out_samp/s: 14920895.617
  slow out_samp/s: 14198421.461
------------------------------------
Validation
  checksum:       -0.0943570281524444
