cwd: /Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench
/Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench/report/bin/cpp/cpp_echo_1_run_vec_48000_128_f0a028399bf3

Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            echo_1
  bench case:     run
  mode:           vec
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    128
  inputs:         1
  outputs:        1
  warm-up iters:  50
  run iters:      1000000
  batches:        1000
------------------------------------
Timing
  elapsed:        0.052775918 s
  ns/compute:     52.776
  fast ns/cmp:    51.429
  slow ns/cmp:    55.679
  spread ns/cmp:  4.250
  spread %:       8.053
  ns/frame:       0.412
  ns/out_samp:    0.412
------------------------------------
Throughput
  frames/s:       2425348622.074
  fast frames/s:  2488858469.508
  slow frames/s:  2298883604.649
  out_samp/s: 2425348622.074
  fast out_samp/s: 2488858469.508
  slow out_samp/s: 2298883604.649
------------------------------------
Validation
  checksum:       516.00049471855164
