cwd: /Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench
/Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench/report/bin/cpp/cpp_echo_run_vec_48000_128_55c43da939fc

Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            echo
  bench case:     run
  mode:           vec
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    128
  inputs:         1
  outputs:        1
  warm-up iters:  50
  run iters:      1000000
  batches:        1000
------------------------------------
Timing
  elapsed:        0.051518961 s
  ns/compute:     51.519
  fast ns/cmp:    50.333
  slow ns/cmp:    59.133
  spread ns/cmp:  8.800
  spread %:       17.081
  ns/frame:       0.402
  ns/out_samp:    0.402
------------------------------------
Throughput
  frames/s:       2484522154.863
  fast frames/s:  2543042989.347
  slow frames/s:  2164600994.702
  out_samp/s: 2484522154.863
  fast out_samp/s: 2543042989.347
  slow out_samp/s: 2164600994.702
------------------------------------
Validation
  checksum:       516.00049471855164
