Faust compute benchmark
------------------------------------
Identity
  language:       cpp
  dsp:            HPF
  bench case:     run
  mode:           vec
  precision:      double
  optimization:   O3
------------------------------------
Configuration
  sample rate:    48000
  buffer size:    64
  inputs:         1
  outputs:        1
  warm-up iters:  50
  run iters:      430000
  batches:        439
------------------------------------
Timing
  elapsed:        0.098911169 s
  ns/compute:     230.026
  fast ns/cmp:    229.371
  slow ns/cmp:    232.537
  spread ns/cmp:  3.167
  spread %:       1.377
  ns/frame:       3.594
  ns/out_samp:    3.594
------------------------------------
Throughput
  frames/s:       278229448.486
  fast frames/s:  279024182.677
  slow frames/s:  275224426.168
  out_samp/s: 278229448.486
  fast out_samp/s: 279024182.677
  slow out_samp/s: 275224426.168
------------------------------------
Validation
  checksum:       3.4779077395796776e-09
