Faust compute benchmark
------------------------------------
Identity
  language:        mojo
  dsp:             freeverb
  bench case:      run
  mode:            scalar
  precision:       double
  optimization:    O3
------------------------------------
Configuration
  sample rate:     48000
  buffer size:     64
  inputs:          2
  outputs:         2
  warm-up iters:   50
  run iters:       99903
  batches:         239
------------------------------------
Timing
  elapsed:         0.12305399999968358 s
  ns/compute:      1231.73478273609
  fast ns/cmp:     1229.553264964485
  slow ns/cmp:     1241.1656726105011
  spread ns/cmp:   11.612407646016209
  spread %:        0.9427685089984398
  ns/frame:        19.245855980251406
  ns/out_samp:     9.622927990125703
------------------------------------
Throughput
  frames/s:        51959237.40810084
  fast frames/s:   52051425.362079464
  slow frames/s:   51564429.64249164
  out_samp/s:      103918474.81620169
  fast out_samp/s: 104102850.72415893
  slow out_samp/s: 103128859.28498328
------------------------------------
Validation
  checksum:        765.4368052482605
