Faust compute benchmark
------------------------------------
Identity
  language:        mojo
  dsp:             spectral_level
  bench case:      run
  mode:            vec
  precision:       double
  optimization:    O3
------------------------------------
Configuration
  sample rate:     48000
  buffer size:     64
  inputs:          1
  outputs:         2
  warm-up iters:   50
  run iters:       136950
  batches:         1000
------------------------------------
Timing
  elapsed:         1.6875880000006873 s
  ns/compute:      12322.657904349668
  fast ns/cmp:     11888.639758775527
  slow ns/cmp:     12476.71840322054
  spread ns/cmp:   588.0786444450132
  spread %:        4.772336041540457
  ns/frame:        192.54152975546356
  ns/out_samp:     96.27076487773178
------------------------------------
Throughput
  frames/s:        5193684.714513513
  fast frames/s:   5383290.376239955
  slow frames/s:   5129553.9365126705
  out_samp/s:      10387369.429027027
  fast out_samp/s: 10766580.75247991
  slow out_samp/s: 10259107.873025341
------------------------------------
Validation
  checksum:        4.160000014351681
