Faust compute benchmark
------------------------------------
Identity
  language:        mojo
  dsp:             lowboost
  bench case:      run
  mode:            scalar
  precision:       double
  optimization:    O3
------------------------------------
Configuration
  sample rate:     48000
  buffer size:     64
  inputs:          1
  outputs:         1
  warm-up iters:   50
  run iters:       770000
  batches:         777
------------------------------------
Timing
  elapsed:         0.09965700000248034 s
  ns/compute:      129.42467532789655
  fast ns/cmp:     129.00000001536682
  slow ns/cmp:     131.20000003254972
  spread ns/cmp:   2.2000000171829015
  spread %:        1.6998304315689539
  ns/frame:        2.0222605519983836
  ns/out_samp:     2.0222605519983836
------------------------------------
Throughput
  frames/s:        494496121.68511474
  fast frames/s:   496124030.9486523
  slow frames/s:   487804877.9277598
  out_samp/s:      494496121.68511474
  fast out_samp/s: 496124030.9486523
  slow out_samp/s: 487804877.9277598
------------------------------------
Validation
  checksum:        2.0800000071758404
