cwd: /Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench
/Users/manuelfarzini/Personal/dev/repo/faust/architecture/_bench/report/bin/mojo/mojo_vcf_wah_pedals_run_scalar_48000_128_c54964c01bfe

Faust compute benchmark
------------------------------------
Identity
  language:        mojo
  dsp:             vcf_wah_pedals
  bench case:      run
  mode:            scalar
  precision:       double
  optimization:    O3
------------------------------------
Configuration
  sample rate:     48000
  buffer size:     128
  inputs:          1
  outputs:         2
  warm-up iters:   50
  run iters:       116950
  batches:         1000
------------------------------------
Timing
  elapsed:         2.7892039999996996 s
  ns/compute:      23849.542539544247
  fast ns/cmp:     23205.217391043097
  slow ns/cmp:     25863.03775239411
  spread ns/cmp:   2657.8203613510123
  spread %:        11.144114638442879
  ns/frame:        186.32455109018943
  ns/out_samp:     93.16227554509472
------------------------------------
Throughput
  frames/s:        5366979.252862685
  fast frames/s:   5516000.899410074
  slow frames/s:   4949147.939443084
  out_samp/s:      10733958.50572537
  fast out_samp/s: 11032001.798820147
  slow out_samp/s: 9898295.878886169
------------------------------------
Validation
  checksum:        1.2357566488319094e-05
